City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
699,Mazyr,BY,52.0495,29.2456,42.55,89,100,18.7,overcast clouds
700,Kikwit,CD,-5.041,18.8162,69.94,98,49,2.04,light rain
701,Wagar,SD,16.1525,36.2032,70.29,71,0,10.27,clear sky
702,Kano,NG,12.0001,8.5167,57.09,54,11,4.61,haze
703,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.0,81,28,13.73,scattered clouds
704,Binabalian,PH,16.4202,119.9279,78.33,73,100,6.49,overcast clouds
705,Guatire,VE,10.4762,-66.5427,84.7,95,98,2.77,overcast clouds
706,Varkaus,FI,62.3153,27.873,25.11,88,100,9.8,overcast clouds
707,Orotukan,RU,62.2667,151.7,-28.01,88,11,4.12,few clouds
708,Gravdal,NO,68.1214,13.5031,33.48,70,32,8.1,scattered clouds
709,Manzanillo,CU,20.3433,-77.1167,75.07,74,5,12.84,clear sky
710,North Bend,US,43.4065,-124.2243,48.11,90,90,10.36,overcast clouds
711,Zhangzhou,CN,24.5133,117.6556,67.93,66,0,2.35,clear sky
712,La Roda,ES,39.2167,-2.15,49.73,92,92,22.59,overcast clouds
713,Barentu,ER,15.1139,37.5928,67.77,51,0,5.7,clear sky
